,Unnamed: 0.1,Unnamed: 0,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1650,2200,10630,17838.0,-5.18787810836635,6.96770866359565,-13.510931139095,8.61789514115238,-11.2144223939458,0.6722478387604,-9.46253281088355,5.32870420774381,-4.89700552817542,-11.7868116556041,9.36907905765884,-15.0941631493865,1.25637700700759,-11.8521613037824,0.274429814172421,-10.6882417917386,-18.3888105354245,-6.89884013301839,2.38280793552097,-0.623737291574186,2.08608300107406,0.760190240866359,0.716805785858217,-0.646743429628277,-1.61704292571624,0.172346889503238,0.626646780979254,-0.169726031129409,766.36,1
1546,704,237918,149454.0,-2.0305003666072,-0.826525153368921,0.540234800410296,-0.698699948264599,3.25397202192198,-1.62705846911079,-0.0727170981235979,0.102751774467575,-0.36873924375613,-1.36435669719014,-1.31537651802445,-0.438934840519467,-0.145984374665756,-0.897764158557328,-0.255470017944247,0.603246233330926,0.111381677333223,0.0408387024349037,-0.267365344185816,0.441574259506391,-0.243950164893379,-1.34929693702645,-0.0237696771452954,-0.0240025750741066,0.761966894143618,0.245181961584598,-0.125130305361829,0.0986109220481687,0.89,0
2415,2325,103160,68528.0,1.16470891899471,-0.629188531530182,0.754346195025244,-0.0188847092283864,-0.898711298586382,0.38200488569456,-0.825347171994231,0.324120453555412,1.21157940168786,-0.255237549793056,-0.0730262091521224,0.247190869341403,-1.36411137048701,-0.121646238160018,-0.785694477029741,0.386633193540012,-0.324887227206153,0.303722271705742,1.06585313814233,-0.0661802189591874,-0.233500985439925,-0.582944338077964,-0.0456538878506933,-0.459688166301839,0.157151254093063,0.977920794896002,-0.05366303486837,-0.0018041358490567,40.0,0
112,2275,184494,126268.0,1.91170755218998,-1.41431065517488,-0.619224323632188,-0.606059581109749,-1.34214071406563,-0.714071266046561,-0.789843043985836,-0.0691704614920567,0.364331935651056,0.623053410346006,-1.11612942996397,-1.01317812196884,-1.31423845114828,-0.203580133300253,-0.242259803164173,0.959855770163318,0.498967377455893,-1.72707783088818,0.837087319034916,0.102651816267803,-0.152349093204366,-0.699545855323389,0.33267712660457,-0.152240348239195,-0.580185591494829,-0.573609476871501,-0.0206176982698197,-0.025816098350135,134.45,0
2276,24,160700,113561.0,2.05579700630039,-0.32666777306077,-2.75204095570008,-0.842316033286871,2.46307225982454,3.17385642307029,-0.432125923987824,0.727706200727824,0.608605870267216,-0.0751861699398929,0.0635044576008839,0.350563573253678,-0.141238322200309,0.690971618395625,1.2752570390935,-0.371962125028419,-0.601956802828445,-0.0526401462570187,-0.330590448442944,-0.180370118559693,0.269764951361357,0.844626646775712,0.0206746676928111,0.726211883811499,0.366624307004913,-0.398827514959463,0.0277351215052822,-0.0602821510762213,1.0,0
467,2351,92669,64039.0,-1.15039746799612,-0.819523056797179,-0.609993345137072,-2.65892236247087,0.816888912961801,4.2402154387327,1.96877447186955,0.240943689632977,-1.46449712911565,-0.149408774843597,-0.333147252113479,-1.22376812157778,-0.121387123904678,-0.478633564426487,-0.501416428831508,1.09107664014596,-0.275965802502669,-1.08887375084863,0.659752458059184,0.361167674416955,0.0929273252549094,0.252631846030171,-0.10617869493177,1.05333556800437,1.02269735555983,-0.165574559053384,-0.128164005362719,-0.239268019598832,473.34,0
1161,307,31850,36541.0,-5.08771720143466,3.09523061511756,0.601791297706449,0.744861042257138,-0.998967751053183,0.786442369768379,0.271718380361132,-0.476356381521795,4.49129050226686,5.45867616523786,-0.759205303888156,-0.0317884959680321,-1.31812923802788,-2.4340547765985,-0.866929102487381,-2.14142889493688,0.751114839855918,-1.3281895646848,1.00192457354172,1.16058246713147,-0.693573783224938,-0.689782435018103,0.0970193782405938,0.0139143462299335,0.0648188750779211,-0.611946258934534,-0.816933419953606,1.07968063454193,23.62,0
117,705,181839,125140.0,1.82963374244122,-0.481701775697941,-1.42305626055021,0.347043919034778,0.0365525843352372,-0.562951304814725,0.227730351433006,-0.151255017477111,0.656070747095458,0.0143959858696545,0.350302240721664,0.824517070084404,-0.562566842270517,0.590378332975454,-0.660852815143859,-0.0932050814932201,-0.605978652430346,0.0440036179384576,0.680104429137632,-0.0499017953460742,-0.164143654014727,-0.573176648167053,0.104422730689368,-0.526468354030735,-0.0791218731884259,-0.539200080245987,-0.037854822616162,-0.0488191721691722,109.82,0
1455,1612,114164,73363.0,-2.02020118044358,-0.104382385112729,1.21680463573423,-0.142753603477991,0.971609090626387,-1.18986116703277,-0.217007619265385,0.589043274437422,-0.935316111029339,-1.02775489399117,0.903314999553377,0.504696758038829,-0.23503883174923,0.231263559068676,-0.0164100009859148,1.01217056658891,-0.319188693380893,0.543000564283031,-0.160996502580069,0.235134391161256,-0.0458442644739288,-0.899577843945538,-0.184522688901067,-0.0461371944867502,0.214368602269531,0.0241038681052979,-0.112178951712781,-0.21145315247379,8.99,0
1918,1665,104786,69230.0,-0.596057750337878,1.44892301203531,0.158731526740188,0.305992315815445,0.296198468192185,-1.14646891637862,0.604902693979868,0.28471507716858,-0.857322432436505,-1.229577407317,0.250138322132405,-0.0098889775012979,-0.133037726541012,-0.721701827233264,0.805566249627441,0.0663174737427023,1.36150028073489,-0.187801880629241,-0.675898588549045,-0.189082995573053,0.103639573989953,0.230937433441468,0.0090808992451482,0.309307177083768,-0.635046716687827,0.228156541575423,0.0336128696396477,0.133164910370294,0.76,0
1398,2161,100539,67544.0,1.28532698972952,0.126358754832229,0.471975632679372,0.523412436403035,-0.428208992509183,-0.592114218285969,-0.164599810068747,-0.0953297086818745,0.294044141261643,-0.0576880572636431,-0.786333426436984,-0.0452046372520308,0.02443049035109,0.175400773267226,1.20939762632418,0.55959172209527,-0.634704903066784,-0.0821490799561519,-0.0550108037342734,-0.100257534115862,-0.143051608275814,-0.400035566892406,0.009228765778205,-0.109519907927327,0.320808123986668,0.263141604443379,-0.0211156968752588,0.0145328583641719,0.99,0
1682,810,268331,163157.0,1.93235016832302,-0.466472321102173,-0.45363913350671,0.166694458839246,-0.540701026517457,-0.302525913901752,-0.510142528858097,0.0443814287448679,0.782174198930508,0.157259291356339,0.648982364357233,1.00232691469862,0.11110772908225,0.124224747609336,-0.162741065939747,0.701583244676358,-0.86338694428775,0.0953956711962533,0.365048680102928,-0.114648870295385,-0.215569799041895,-0.610643019568414,0.366772055572928,-0.345913763266531,-0.644328132724786,0.229920700592862,-0.04849039785434,-0.0521937739387242,34.99,0
2251,2167,10851,18558.0,1.18839778019388,-0.295144755723231,1.01968837507466,-0.566211309251298,-0.933840491091252,-0.297973200484567,-0.711774789926409,0.0067287354493795,3.05994409448294,-1.50706192865185,0.777474087860926,-1.53419376783957,1.85503739464567,1.26179541768593,0.757714414242327,-0.775862750265307,0.850486113897214,-0.0195827131424932,-0.0105773599422567,-0.16364727988653,-0.12623849057876,0.159887648758729,-0.0061192086739965,0.0450528174994574,0.409986995309951,-0.697428477198444,0.083378906057609,0.0277327660683126,10.6,0
1260,229,192529,129741.0,-1.39620432643506,2.618584398377,-6.0367702713295,3.55245370976796,1.0300913064513,-2.95035827245882,-1.52850574519993,0.189319000841056,-1.43355448519874,-5.56914249554635,3.27754628526759,-5.89693656310926,-1.27710175970119,-11.2218047709786,0.326026786021776,-2.49734111017829,-1.58833565600268,0.120289372543204,0.170143879416802,0.0317945560061884,0.14317682159778,-0.390175928835842,0.35602946330105,-0.762351548983177,0.0965103406932942,-0.487861395288973,0.0626546228071552,-0.240732349240766,1.0,1
814,2231,255326,157167.0,0.112629978470033,1.06941577575495,-1.19278424315873,0.0009415802765868,0.357880566589077,-1.20636747047423,0.768762163819194,0.235241544809123,-0.372853169603007,-1.04760081634287,0.939363424241305,0.476570875275354,-0.862951419535695,-0.226564647314189,-0.750642763536694,0.0351636564724978,0.742275596629851,0.677022719417873,0.42510709276655,-0.242947202375756,0.0281226407645056,0.0015061924676236,0.119300678139206,-0.0545337119024676,-0.420766383398305,-0.448969148929286,-0.0949704600701904,-0.0567632333898712,34.43,0
859,610,176210,122675.0,1.95150032874422,1.45625178586463,-2.90864979617585,4.07852694315158,1.7537652540487,-1.24355306657709,1.19684551191831,-0.388975984874653,-2.00078532773558,0.588423898700767,1.42781587298166,-0.399937601329415,-0.781683907420983,-1.87896094322454,-1.56627209280452,1.20714519367515,1.56070066334649,1.09777511610203,-1.59988053628235,-0.257212955838003,0.166182094845185,0.544704997500621,-0.197203459433868,-0.150584174540767,0.638135458020215,0.340866622083227,-0.0719890050792355,-0.0245898693172229,1.0,0
1453,1267,231236,146664.0,0.0229485360295627,0.729794935223471,0.125801056958164,-0.793814022502988,0.600823333314632,-0.509701968898611,0.82021750447762,0.0466766202639998,-0.129433574143889,-0.220939703268395,0.297968031040043,0.191513801535173,-0.991965772776137,0.486111923601848,-0.919484365937858,0.207034525468208,-0.691835403059844,-0.0914955017217463,0.290816889047317,-0.0859246523580468,-0.241049322258431,-0.589028927981223,0.024649611159211,-0.499842694515572,-0.514802531914733,0.154004695067522,0.239870252129576,0.0804193795342681,2.68,0
916,2079,282096,170647.0,1.82383820222189,-0.480098755918528,-1.66675529568115,-0.0840707488975214,1.20432564693885,1.88851696410364,-0.28665482713554,0.55556995137019,0.404785732628933,0.0307129534801912,1.24366261050732,1.01790087724947,-0.565180039759471,0.623988250964865,0.308522433898274,-1.12074272793828,0.578191367151606,-2.06355391356615,-0.847469564965909,-0.282113449838743,-0.107636824848512,-0.147962655430801,0.349438021800002,-1.15312325327642,-0.476860789580528,0.382916174863805,-0.0201622895311508,-0.0826398339418693,31.88,0
1740,1690,156202,107537.0,-2.36653717452109,-1.04378556536281,1.03100386341066,1.7764103864135,3.62631692348017,-1.57539148167088,-0.852050427559639,-0.849669333549149,1.10078278477978,0.295397532708824,1.07760465239966,-2.29677718376532,3.00207137184458,-0.0949915448928862,1.11907238095196,-1.03944754952825,2.028420632827,-0.0266635534157063,2.84579137513221,-0.845867829238607,-0.965168793015913,-1.02437882776865,-1.44655214150683,0.676943952145506,-0.120173288695738,0.664338085221867,0.0822443597348658,-0.66460799156956,17.99,0
1361,1648,177482,123194.0,-0.20884293984474,0.65051866343204,-0.431962035863278,-0.309393115041568,1.32250048461152,-1.02726512712161,1.21169015636251,-0.52529816152144,0.12546398416493,-0.692585286280136,-1.17164207693024,-0.904746642372511,-0.472456730055752,-0.945243001325085,0.841915349225858,0.126322193269067,0.124697294053909,0.987187969692503,0.192903906944224,-0.0493241044508785,0.2423028431966,0.946873553695437,-0.350968508817226,-0.719297188913587,-0.440151411374352,-0.157597500299657,-0.0426047540346753,0.023078569168838,44.04,0
361,856,233258,147501.0,-1.61187733763361,-0.408409922870926,-3.8297616763406,6.24946176104187,-3.3609216090486,1.14796358238383,1.8584248531717,0.474858318489524,-3.8383988155266,-1.44537495699985,2.11390001406861,-3.25970246526323,-0.315347339360454,-1.80810297319338,-0.741877295217489,-2.98692008764678,-4.81586301103402,-1.27165458831756,1.70168502365985,2.42567742975765,1.24558218578459,0.616382702131439,2.2514388799998,-0.0660963924813517,0.538710327489417,0.541325493308062,-0.136243382191672,-0.0098522563228139,996.27,1
609,1214,262968,160738.0,-0.66816085372463,-1.80020860921413,1.54836892497921,-2.18485065704454,-0.95540199660639,-0.698868134394396,-0.890108063408796,-0.274674373591482,-0.940166643912621,1.3146950692722,-1.11387980231136,-1.15469844844645,0.549803318585011,-1.32504954320204,-0.0004457984050683,-0.0067641332586085,-0.0319457535618089,0.447626813333072,-0.48913591514308,-0.783061643600272,-0.220514773700427,0.514175405462528,0.851546225996063,0.0080993218233456,-0.64082612907322,-0.315533596081526,-0.040499462391838,-0.318740710973259,24.0,0
2189,1711,16780,28143.0,-27.1436784229495,15.3658043803315,-28.4074244550982,6.37089534679314,-20.0878775718571,-4.66631306343841,-18.7094788213717,17.9035743750222,-3.72227873753244,-8.12096173759343,4.41994345577668,-6.21094112120869,1.06383739513242,-5.84352838067721,-0.108836449172905,-5.60659732565665,-11.7562556050179,-4.71494676131661,0.783577593799492,1.70388764553958,1.79682638880552,-1.96097371657716,-0.90224745220798,0.144011442167384,2.02438803943008,-0.204214065769385,1.33215305903359,0.385890728011147,99.99,1
709,567,188276,127899.0,2.10056281115813,-0.707363232544767,-1.17513261800721,-0.751382381642566,-0.605782466459189,-0.398639290115941,-1.02938357215317,0.0586586775027658,-0.225570308572923,0.24119348857307,1.39218625121494,-0.0462403330985921,0.203876482395081,-1.94243612516638,-0.339714383531107,1.87182449534815,1.10877884750252,0.0541537390599845,0.487816620466811,0.0796254165956193,0.289453867300819,0.856235336805774,0.129602278587104,0.667617826273946,-0.163148642641183,-0.144248997214413,0.0207147186460357,-0.0136060200841338,19.95,0
241,664,259144,158979.0,1.9422381921055,-1.62771837221678,-0.248037995593652,-0.860381624964443,-0.961029530173803,1.35791710194624,-1.60273283003154,0.350104416632144,0.682911665081908,0.543964568696338,-0.420497241172989,1.01200791056477,1.73955703884637,-1.46464012041056,-2.01455775261821,1.27632148126751,-0.163145943407924,-0.635174283074013,1.54077348192375,0.313592801341809,0.178026547446671,0.642702259226902,0.0124943560653408,-0.265416421486022,-0.178914703305862,-0.180961435311557,0.0465006529170644,-0.0301435039272305,107.44,0
2490,1512,61787,49985.0,-1.55421636788274,1.69422928947167,-0.903333638062708,2.42543608490852,-2.89978748492542,0.133028430446298,-0.286225919411127,0.555944559014401,-1.39491838156524,-2.89261176082088,1.96223597455109,-2.38526266137636,0.458337202321203,-3.72454345377605,1.84397832505056,-2.01392370780293,-2.81560029569659,-1.09229027232613,0.139687230416985,-0.0323343863075664,0.493436338989664,0.733393182273647,0.202349959595007,0.492053700892718,-0.183790909215829,-0.19991711985608,0.395200622125666,0.0276930320930062,360.0,1
2236,282,279863,169142.0,-1.92788332105459,1.12565266367046,-4.51833064132991,1.74929253346589,-1.56648729197754,-2.01049423115212,-0.882849830858081,0.697211109261327,-2.0649452874475,-5.58779378195338,2.1157951772133,-5.4174240819973,-1.23512263142388,-6.66517689463338,0.401700686738171,-2.89782511671737,-4.57052943365069,-1.31514721385427,0.391167040935071,1.25296673470361,0.778583978950071,-0.319188818860513,0.639418961153121,-0.294885040380029,0.537502535542985,0.788395056528708,0.292679966295281,0.147967928722538,390.0,1
1558,409,184031,126064.0,2.22879877716934,-0.817373821575958,-3.52799583574664,-2.01701930901087,2.4216377799635,2.69374714194814,-0.345927323210641,0.473537889178625,-1.13424039926832,0.941628290602198,0.182646109967539,-0.628518343224972,-0.115980817655169,0.575560957055061,0.346894130363472,0.35917521532444,0.272202332892808,-1.83092734618511,0.522657307245353,0.0567558854693975,0.355713672850175,0.886793511761783,-0.0436913988295005,0.76748173870913,0.480487395579562,0.0987359179676466,-0.0628824818432305,-0.0845955414955252,29.9,0
2059,46,175418,122325.0,-1.14880871555172,-1.00852073212154,-0.434270907524426,-3.42403603821698,-0.452859937782473,0.0095283862816522,2.38045615112451,-0.387025199916352,-1.19623259012856,-1.23744472819911,-0.102571845928306,0.347447547992603,0.689670109780676,0.418896418056732,-0.209866063444116,-2.00554554347738,-0.538281957300897,2.11216073965332,0.641241748860142,0.545663717867586,-0.0250625919224455,-0.269268579357987,0.305582071088085,-1.11607620024025,1.3180961080601,0.0453779997872731,-0.138219444374133,0.048153124317117,430.73,0
462,807,79107,57869.0,0.977433627656198,-0.549367076199146,0.0144888540438462,0.151608497704476,0.159855620154531,1.33325938794842,-0.331116819663203,0.454524415446161,-1.48341577280196,0.750878634775438,2.08990663486786,0.892810442171194,-0.229172720124657,0.770013376448092,1.06049916616223,-2.55585516537115,0.877883111025786,-0.729172049208717,-2.13790893064745,-0.540789287762139,-0.535863929182582,-1.18508100316977,0.275675855435401,-1.12115023694684,-0.0915331801414266,-0.635931893701636,0.0799767765253566,0.0169080405085127,84.29,0
2063,1601,42700,41204.0,-8.44028396323147,6.14765332384605,-11.6837061588856,6.70277957100753,-8.15583929706995,-3.71626415558662,-12.4073130564101,5.62657129554302,-6.23216089363823,-13.3866834395246,7.60555947435276,-13.351815018081,0.827049642773684,-14.9794773489142,1.53281308437662,-11.7714969677127,-20.2992165093576,-7.60911006016911,3.80913643570604,0.520732330180873,2.19285541971989,-0.282596814624446,0.0080684981124645,0.403858336982018,-0.0187883930291726,0.522721636106603,0.792690689790115,0.0677895462043786,30.26,1
2371,1411,238222,149582.0,-4.28058383167792,1.42110000741665,-3.90822884348162,2.94294608011161,-0.0762053360306411,-2.00252600045019,-2.87415473251562,-0.856005441485914,0.963674230223562,-3.23543895742654,3.34180192747217,-7.56286042898412,-1.8474434271558,-11.5714234295766,-1.4815558418284,-6.18091869945618,-9.28518598266033,-3.92172214129965,0.685510860299876,-0.198962780003302,-0.140061995134615,-0.90772022005271,-0.680107948583095,-0.349169892929711,0.0562758915123628,-1.14992266869478,-1.80988612030864,0.723051433275673,1.1,1
1934,1446,219892,141925.0,0.120301417641484,1.974141135114,-0.434086817238467,5.39079309979716,1.2896837293754,0.28059002412422,0.22196254547878,0.0678267548690214,-1.38705405307029,-0.0451253297662453,0.195839103876469,-0.629085830718882,0.681222338433862,-4.71552123988097,-0.2878762909762,0.497433587465913,3.87161756353604,1.49239403735728,0.506039978517755,0.20569123217309,-0.0386896154666322,0.204553809417386,-0.167312970794265,0.791547134443901,-0.223675472406085,0.473223170815404,-0.160201937224867,0.0650394520642459,0.76,1
1323,2031,179703,124205.0,2.0845211094814,-1.63554270520744,-0.974250722457404,-1.48441019330936,-1.40518943371912,-0.734779964376349,-0.977049284000688,-0.171236998123389,-1.4959881529171,1.71691132821362,0.780288050265995,-0.156839472011779,0.109365695700576,-0.113666469073689,-0.872477956968161,-0.535167188103631,0.386214914201651,0.303302545510918,0.007719223566312,-0.289009773209992,-0.0022532222068224,0.30873726255372,0.121027948541966,0.0108476562018478,-0.195624482682592,-0.125006910746129,-0.0106712615778324,-0.0490239244986105,98.4,0
863,1271,211658,138505.0,0.0932004573757653,-0.949140608750072,-0.295675705933774,-3.64786045991888,1.96512116910479,3.63780446806243,-0.77769098869112,0.740384884136252,-1.93661995583511,1.04604716929106,-0.408688269533607,-1.20843793269826,0.15599314342194,-0.584440175260022,-0.14060226344416,-0.70666749505538,0.18784014711613,-0.0307701170352596,-0.408574436258406,-0.207998909697894,-0.0944288321126525,0.231508209133248,-0.0259447802808506,0.682738066173289,-0.653426201694896,-0.27438885071805,0.0616420306421763,-0.0337970168252316,5.0,0
130,2320,234383,147952.0,1.89509651720047,-0.439839205122367,-0.486262565611813,1.41419039625414,-0.435693658054796,0.193453605393304,-0.550369746127917,0.3282550282244,1.39333387174676,0.236083808317789,-0.420380605892492,-0.267387543659691,-3.19668358493231,0.50323001312469,-1.51436872913868,-0.0326450793130499,-0.217405914208511,0.016760004952429,0.597612665543796,-0.453381674600892,-0.523062286532515,-1.3922383724295,0.412939968690735,-0.631819494791362,-0.413851129005757,-1.08562691548287,0.0329292450375556,-0.0501372336194785,14.49,0
1251,102,116968,74493.0,0.975306532868775,-0.655319526194551,1.20760412366855,1.38197291779036,-0.524014110087638,2.07395422219367,-1.12977074414208,0.653393942532292,1.47003086945595,-0.302655582059146,-0.641109314456248,1.3373972972179,0.322847110301335,-1.01086295313748,-1.98339143444147,-0.244761113406792,-0.151704095306624,0.22066766814609,0.570591462256489,0.004429670833881,-0.0284531254110657,0.311794579087415,-0.300159122498814,-1.2107107453936,0.618903583329752,-0.137105920492704,0.111094780297474,0.0238263185516228,71.19,0
772,775,6719,8415.0,-0.25147096006823,4.31352332575143,-6.89143771650147,6.79679668055103,0.616296505250374,-2.96632654187403,-2.43665252687714,0.489327898838014,-3.37163857159343,-6.81081309938215,7.62008905836908,-10.2852825163315,-0.342444334069655,-11.5434979157865,-1.3349879032835,-2.68928420445067,-3.20438340295762,0.0865218956911394,-1.31449509665307,0.632709963789826,0.536892074447128,-0.546126023729244,-0.605239547613772,-0.263743459593593,1.53991583077868,0.523573696680871,0.891024688365269,0.572740666549584,1.0,1
907,537,210460,137992.0,-2.2697337305264,1.60223030350602,0.0350023416155806,-3.31856676814587,-0.279877349157563,0.133259788496929,0.571463274392187,-3.53238535811801,1.47273598555696,-2.2439497530377,1.35713173622863,0.686298538140333,-0.380585942597014,-2.54347612696207,-0.143339263316676,1.10265362890106,0.785495703057511,1.36292616702817,-0.381310586549152,-0.973056857554528,2.50971820723714,-2.07917741995051,-0.852742308569036,-0.618777906887378,0.465669974566069,-0.639905369638573,0.275792093424365,-0.121447411418179,263.11,0
1488,1540,86128,61092.0,-0.426526173612479,-0.421123180619137,1.78695789165034,-1.77308615013384,-0.562744982274204,-0.120999113197629,-0.538340008032151,0.310885986516391,-0.987147590770988,0.180384488528608,1.20575026869247,-0.347744453891257,-0.37782283050434,-0.241040257425957,-0.0459503542107842,1.56548420504086,-0.19585147598905,-0.632101195151609,-0.464271890451803,0.0696354701787335,0.634973762471793,1.6235551079052,0.0136120597475254,0.0429221116410007,-0.764808661045006,-0.319970743061368,0.194516366086259,0.184862078025958,29.95,0
1617,200,160393,113327.0,-2.7495517675294,3.25397889807523,-1.75898495319129,-1.45727615352078,0.526570295830877,-0.440097481110223,0.83582087686011,0.0678572550598948,2.08364212634573,3.85146985216315,0.77161273083652,0.993564604804164,0.807735039780914,-0.489489226553372,-0.0705876533221972,-0.408698533442225,-1.06900329882935,0.534733953714578,0.104069024419964,1.79537452605278,0.0223469351404725,1.09566385993168,-0.0087263381311996,0.285413922255993,-0.0452413157886398,-0.19086109771046,1.8627434985722,1.1017438164682,0.89,0
515,2377,50212,44393.0,-2.21781353511777,1.36208218890039,1.14958719428624,-1.28669131989113,-0.317424653138212,1.22515246814509,-1.32375950350489,-2.39656263389407,0.771260124296459,-1.01380167220585,-1.72984079923052,1.00870256253542,1.02308569549666,-0.55681431808256,-0.878614949061724,0.198471755292043,0.117587126452961,-0.730317789678611,-0.259154173331111,-0.761688991393646,2.82903349507098,-1.36253304793332,0.106033694409106,-0.91489830984058,0.0828506577586658,0.918120227739131,0.384998632485702,0.0216038912606205,18.08,0
1096,2335,155429,105394.0,-0.517706378036337,0.501919934440871,0.91457797873006,-1.25015924437467,2.63154533043846,4.1913352694555,-0.0912131490136927,0.84175432581882,1.35856477242237,-1.12772099315983,1.0219744437378,-2.6013160949221,1.48865262078003,1.4507116706192,1.02205079180131,-0.344860915790566,0.211034694892499,0.40458829332924,0.415017124063637,0.157890380298453,-0.306660454151665,-0.562640557901588,-0.244050922837886,0.596494001798727,0.30508407742265,-0.707292613480966,-0.0637677741349981,-0.151720339603281,11.27,0
2454,2240,57248,47826.0,-0.887286905534409,1.39000150924187,1.21968581996397,1.66142517591961,1.00922783931161,-0.733908444749524,0.855828927220991,7.68462281197611e-05,-1.27563149417191,-0.433393925731893,0.141178993422237,-0.46034845602669,-0.367867931021877,-1.16833941780754,0.152107630618373,0.882231823726865,0.601804858067329,-0.304092391463557,-2.19176427800358,-0.268347371086252,-0.0837343767453397,-0.346930257215667,-0.0506187067885922,0.23104442462061,-0.450759875468406,-0.376205380931623,0.0345043694610426,0.157775320404088,7.58,1
1613,1647,205209,135635.0,2.00284437361445,0.171141326439012,-1.61018384468174,1.40458810164286,0.390942483438369,-1.15098660032586,0.645105049563016,-0.408989586488006,0.237929538696798,0.259238549342353,-1.0145493699772,0.192417289970948,-0.509822750863881,0.586381794526522,-0.48969186390096,-0.726005640948165,-0.1120003159199,-0.627339602033806,-0.226220309322812,-0.290747030591346,0.0551243098330234,0.346895808305376,-0.0105360406695589,-0.0138022164033958,0.444765140722574,-0.490053293072898,-0.0187914124383674,-0.0602454030154155,21.87,0
1759,1480,154286,101051.0,-1.46531575579616,-1.09337687781209,-0.0597678482279439,1.06478463530602,11.0950886001596,-5.43097128323669,-9.37802517086658,-0.446456139679101,1.99210961400888,1.78592177154007,1.36858453419511,-1.47169658834377,-0.72475884619705,3.44242199594215,-0.957403224855046,-1.62612941891216,1.41821495932655,-1.41791682839858,-1.65176618071699,-1.4576102135585,1.16062328833533,-1.2596968082996,-15.9816491909559,-0.883669935248733,-3.53671623161143,-0.59296488849027,0.675524833181225,0.424849351792902,0.92,1
64,2096,207964,136910.0,1.98574871351052,-0.473745006327296,-0.465412501894171,0.108770643746943,-0.509632682104957,-0.17286540698383,-0.620332749826617,-0.020100494039383,1.39431875450485,-0.246486882081174,-0.944838887311883,0.812250965826564,0.944559649196224,-0.393443876194949,0.471598642249689,0.120525004769481,-0.567157958997055,0.0988589489684262,-0.0788848413342917,-0.0954431253513296,0.183231628940538,0.755007020766683,0.1358061336006,0.727298025904488,-0.113662069913125,0.0922741711492822,0.0136169233259434,-0.0318928735998271,22.08,0
1042,621,64703,51268.0,-0.539428703108262,0.281131159090497,1.41098715884589,-2.01869409001857,0.263856733643636,-0.8903158308192,0.932978564054919,-0.343307597663667,-1.52642461028914,0.0191796125242204,-0.321129526395673,-1.44635579888751,-1.02635444444528,-0.044240052594164,0.0803416946203895,0.63946923029987,0.326771939282832,-1.89631561559764,-0.453298501286523,0.0346618991293909,0.207051862694157,0.574397111790574,-0.449828855391213,0.0887532615250797,0.712234159476541,-0.204065632433717,-0.175816122341186,-0.188001712088941,15.0,0
1407,1359,101345,67803.0,1.1421832591001,-0.847267846871289,-0.044970981359784,-0.804439347040933,-0.603192420825011,-0.14081708654729,-0.374570889900141,-0.0340060435332344,-1.21102599325353,0.717417218604169,1.44156543992472,0.25705004283357,0.528621970496739,0.0832930861573057,0.202121186051774,0.986431139232736,0.180708436717739,-1.25995374885738,0.534705828595606,0.31712913571004,0.343882950966839,0.688309944561236,-0.242828307380803,-0.243840293741168,0.543604115536874,-0.0978761627861661,-0.0128192739362123,0.014500145698832,125.85,0
1016,2074,178522,123664.0,2.0630607041816,-1.65831626216114,-0.762461883402374,-1.37180516412151,-1.52809074792604,-0.829418948868581,-0.959978380479123,-0.309596457245881,-1.25804950366143,1.47301542939357,-0.794520428605856,-0.212737864531186,1.4436209884136,-0.664310795352097,-0.175309244408887,-0.594660822900973,0.475645141936881,-0.240778218133808,-0.301707825342278,-0.159969177252975,-0.0743055656931354,0.125825739786516,0.152403249501049,-0.0002531658081155,-0.27497138602481,-0.189922308586642,0.0101379858028476,-0.0256414301842118,125.65,0
386,933,205235,135646.0,2.11629418152309,0.0301524450565667,-1.35083383088329,0.226341150844373,0.346233902089277,-0.750600710806385,0.262640474172607,-0.365558203070161,0.383295472047322,0.0337105553593353,-1.17746578478974,0.927265555556836,1.58120270826137,-0.0454152873421246,-0.0570091205621351,0.0491288674923445,-0.640627442885086,-0.794262019829087,0.42020925835596,-0.111284823580848,-0.322785522120832,-0.724114727147687,0.230628535428521,-0.677865915044003,-0.151142505011832,0.237928034411079,-0.0626607906082385,-0.0645887531753913,1.79,0
766,457,106894,70178.0,-0.407741201713229,0.905026155061873,1.3067048980679,0.69602628387391,0.211673589277318,-0.246119976909576,0.455804407558194,0.0676992752345755,-0.58707047032797,0.0859057515962086,0.726779195212032,-0.0791304980345984,-1.0227031063514,0.640420209487234,0.566902907783146,0.131493688523661,-0.555026437152973,0.819619329808245,0.860399218806381,-0.0868438003207884,0.103686728951896,0.214018059235348,-0.150804588289005,-0.0292417753622423,-0.442352762163544,-0.450827615733311,0.0527946237246899,0.144243910969838,7.49,0
2434,494,208533,137158.0,-2.33937170982289,1.82027787713487,0.972353505886506,-1.42349957283424,0.285784597981211,0.178513621197461,1.1072460705498,-0.692003603609407,2.84543318708983,3.09330316655548,-0.955907486556728,-0.777709125126236,-0.472623295885888,-1.87976803445781,0.345871345779221,-0.20202601750004,-1.17471704471755,0.0748211469181308,-0.425321440715113,1.29226304563965,-0.321921211135303,0.6979926889812,-0.372423033649784,0.495155227418347,0.231664809390261,0.461306109434847,-0.205072208248409,-0.654289147436047,22.5,0
